,Unnamed: 0,평점,날짜,제목,내용
562,562,5,20.11.12.,오픈형 이어폰이라 마음에 드네요,커널형은 답답하고 청력에 더 타격이 큰 것 같아 에어팟만 사용했는데 갤럭시도 오픈형 이어폰 생겨 좋아요 폰과 깔맞춤으로 브론즈 색상으로 어머님께 선물해드렸는데 마음에 듭니다 다음날 다른 곳에서 카드할인율이 커 천원 더 저렴하게 나왔지만 그건 흰색상 뿐이었기에 라고 합리화하며ㅋㅋ 만족하고 있습니다
563,563,5,21.03.12.,디자인이 제게는 귀도 안아프고 딱 좋구요콩나물 쓰다가 바꿈 자동 페어링 좋구 선물로 온 심슨캐 케이스도 동심 돋아 좋구정품 이라서 안심이구 배송속도 빠름게다,디자인이 제게는 귀도 안아프고 딱 좋구요콩나물 쓰다가 바꿈자동 페어링 좋구 선물로 온 심슨캐 케이스도 동심 돋아 좋구정품 이라서 안심이구 배송속도 빠름게다가 넘 혜택받은 느낌 와 판매사 덕분
564,564,5,20.09.26.,노이즈캔슬링 되는 귀여운 커버와 함께,노이즈캔슬링 되고 물론 기대한만큼 완벽차음은 아니지만 귀여운 커버와 함께 잘 받았습니다 항상 무선이어폰은 듣는사람이 잘 못알아듣는 점이 있었는데 통화음질도 괜찮게 느껴지는거 같네요 사용 초기 소리가 두개로 겹쳐 들리긴 했는데 업데이트 및 사용하면서 차차 없어졌고 그래서 이제 후기 남깁니다
565,565,5,20.09.12.,최고예요,기존에 유선이어폰만 쓰다가 사실 음질은 기대안하고 샀는데 진짜 유선이어폰이랑 차이가 없을뿐더러 오히려 음질이 더 좋은것 같아요 그리고 오픈형이라 소리가 많이 새어나간다는 느낌을 받을것 같았는데 귀에 잘맞아서 그런진 몰라도 새어나가는 느낌이 전혀 없었어요 그리고 개인취향이지만 디자인이 독특해서 귀여운것 같아요 ㅋㅋㅋ단점은 노이즈 캔슬링이 아직까진 완벽하진 않다는점 확실히 되긴되는데 저음은 잘 차단하고 고음은 차단이 안되는것 같더라구용 ㅠ 의도하고 만든건지는 잘모르겠지만 단점이라면 단점일것 같아용
566,566,4,21.03.23.,귀여워요,반품하려고 고민하다 뜯었어요꼭필요한게 아니라서 고민했는데식구들이 다 좋다고 쓰라고 꼬셔서ㅋ하나 갖고는 싶었지만용도를 고심끝에 개봉했는데싸게 잘사서 좋고원꼴쓰다 남편이 눈독들이던데 물물교환할까 생각중임돠
567,567,5,21.04.10.,최고예요,생각보다 음질이 너무 좋았구요오픈형 이라서 크게 들으면 다른사람이 내가 뭐 듣고있는지 알겠더라구요뭐 좀 작게 틀어놓으면 될거같구요제 귓구멍이 커서 빠질까봐 걱정했는데안빠져서 좋았구요암튼 대체적으로다가 맘에듭니다
568,568,5,20.11.16.,최고예요,제가 귀도 작고 귓구멍도 작아서 정말 고민고민하다가 구입했습니다 아무래도 귀가 작다보니 고민이 되서 유튜브 실사용기등도 찾아봤는데 귀가 작은 사람은 아플수도 있다고 추천안ㅂ안다고 하더라고요 그래서 정말 고민고민 끝에 구입했습니다무통 이어폰 이어팁 제일 작은 것도 잘안들어가서 사용 못하는 사람입니다ㅠ ㅠ처음 착용하면서 착용할때 되게 난감했는데 몇번의 착오끝에 제대로 착용되고 나니 구매하길 잘한것 같아요ㅋㅋ참고로 버즈 설명서대로 착용하면 안되고 거의 귓구멍에 집어 넣는다는 생각으로 착용을해야 음질및 착용감이 좋을것 같네요여튼 작은 귀라도 잘만 착용한다면 무리없이 잘 쓸수있을것같아요
569,569,4,20.10.08.,착용감은 나쁘지않네요 근데 생각보다 커서 귀에꽉찬 이물감을 적응하려면 시간 좀 걸릴듯 싶습니다 음질은 평범하네요 확실히 유선은 아직 못따라가는 느낌입니다 보완 하려면 키캡같은,착용감은 나쁘지않네요 근데 생각보다 커서 귀에꽉찬 이물감을 적응하려면 시간 좀 걸릴듯 싶습니다 음질은 평범하네요 확실히 유선은 아직 못따라가는 느낌입니다 보완 하려면 키캡같은 보조도구를 사용해야하구요 귀에서 떨어질 걱정은 없습니다 운동할 때 편할거 같습니다 노이즈 캔슬링은 솔직히 기대안했구요 생각대로네요
570,570,5,21.01.02.,출시됐을 때 너무 사고 싶었는데 조금 더 싼 가격으로 좋은 제품 살 수 있어서 좋았어요 지금도 계속 잘 쓰고 있습니다  노이즈캔슬링 전용으로 나온 건 아닌 걸로 아는데 그런 것,출시됐을 때 너무 사고 싶었는데 조금 더 싼 가격으로 좋은 제품 살 수 있어서 좋았어요 지금도 계속 잘 쓰고 있습니다  노이즈캔슬링 전용으로 나온 건 아닌 걸로 아는데 그런 것 치고는 액티브 노이즈 캔슬링을 킨 거랑 안 킨거랑 꽤 차이가 나더라구요 완벽한 소음 차단이 필요한 분이 아니라면 음질도 괜찮고 착용감도 좋아서 추천합니당
571,571,5,21.03.12.,믿고사는 갤럭시 버즈 라이브 입니다,믿고사는 갤럭시 버즈 라이브 입니다케이스가 좀 아쉬웠지만 바트심순이가 안왔네요 ㅠ그래도음질  갤럭시기기와의 연동감사합니다아참 저만그런지 모르겠는데 터치가 잘 안되긴 합니다ㅠㅠ
572,572,4,20.08.13.,생각보다 착용감도 좋고 잘떨어지지 않아서 좋았습니다 그런데 노래를 들을때 멀리서 듣는 느낌 먹먹하게 들리는 부분이 좀 있었습니다그리고 에어팟 프로를 쓰다 와서 그런지 확실히,생각보다 착용감도 좋고 잘떨어지지 않아서 좋았습니다그런데 노래를 들을때 멀리서 듣는 느낌 먹먹하게 들리는 부분이 좀 있었습니다그리고 에어팟 프로를 쓰다 와서 그런지 확실히 노이즈캔슬링은 약하게 느껴졌습니다 솔직히 거의 없는것과 같은 느낌이었습니다착용법에 따라 달라질수 있다고는 하던데 아직은 잘 모르겠네요ㅠㅜ구래도 일단 다른점은 다 만족해서 점입니다ㅠ
573,573,5,21.02.05.,집사람이 커널형 이어폰이 귀에 맞지 않아서 알아보던 중에 버즈 라이브가 커널형 형태가 아니라서 주문하게 되었습니다어제 배송 받았는데 포장을 뜯어서 귀에 착용해 보니 귀에 딱 맞고,집사람이 커널형 이어폰이 귀에 맞지 않아서 알아보던 중에 버즈 라이브가 커널형 형태가 아니라서 주문하게 되었습니다어제 배송 받았는데 포장을 뜯어서 귀에 착용해 보니 귀에 딱 맞고 오래 사용해도 편안한 느낌이라고 하네요또한 삼성 웨어러블 어플에서 이퀄라이저를 이용하여 셋팅할 수 있어서 너무 마음에 듭니다사용시간 또한 액티브 노이즈 캔슬링을 사용하지 않으면 시간이나 되고 케이스를 이용하면 시간이나 사용할 수 있어서 너무 마음에 듭니다음질도 들어보니 기존에 사용하던 저가형 이어폰과는 차원이 다르네요품질 배송 까지 모두  감사합니다
574,574,4,20.09.26.,소리는 확실히 버즈 세대보다 좋네요통화 품질은 더 테스트 해봐야 겠지만귀가 작고 커널형은 귀가 아파서 좀 기대했는데오른쪽은 조금 아프네요안 아프게 요리조리 끼워봐야겠어요자리,소리는 확실히 버즈 세대보다 좋네요통화 품질은 더 테스트 해봐야 겠지만귀가 작고 커널형은 귀가 아파서 좀 기대했는데오른쪽은 조금 아프네요안 아프게 요리조리 끼워봐야겠어요자리 잡으면서 자꾸 건 좀 불편하네요귀가 작은 분들은 착용해 보시고 사시는걸 추천합니다
575,575,5,20.10.18.,노이즈캔슬링 기능 기대 안하고 구매한건데 막상 써보면 노캔 기능 켜고 안켜고 차이가 꽤 커요 웅웅 울리는 소음이 차단되니까 좋더라구요무선이라 편하게 잘 쓰고 있습니다 귀에도,노이즈캔슬링 기능 기대 안하고 구매한건데 막상 써보면 노캔 기능 켜고 안켜고 차이가 꽤 커요 웅웅 울리는 소음이 차단되니까 좋더라구요무선이라 편하게 잘 쓰고 있습니다 귀에도 딱 맞아서 뛰어도 빠질 걱정 이에요귀 밖으로 나온게 없으니 마스크 쓸 때도 편하구요 ㅎㅎ
576,576,4,20.09.23.,일단 스킨캡을 받아야지 좋네요안 받으면 귀에서 좀 빠집니다 음질은 뭐 양호하고 이정도 가격에 이정도면 가성비 좋네요그리고 노이즈 캔슬링이 약하다는 평이 많은데 제대로 끼고 안착되면,일단 스킨캡을 받아야지 좋네요안 받으면 귀에서 좀 빠집니다 음질은 뭐 양호하고 이정도 가격에 이정도면 가성비 좋네요그리고 노이즈 캔슬링이 약하다는 평이 많은데 제대로 끼고 안착되면 노이즈 캔슬링 잘 됩니다 오히려 아예 안들리는 수준은 아니라서 덜 답답하고 싫은 소리 많이 차단됩니다 그래서 제 개인적으론 추천합니다 아참 그리고 본인만의 착용법을 알아내야 합니다 그래야지 편안해요
577,577,4,21.02.09.,배송도 빨리오고 엄마 선물로 드린건데 엄청 좋아하시네요 다만 귀가 작으신 분은 장기간 착용시 통증이 있을 수 있다는 점 감안하시길 바랍니다엄마가 귀가 좀 작으셔서 한,배송도 빨리오고 엄마 선물로 드린건데 엄청 좋아하시네요 다만 귀가 작으신 분은 장기간 착용시 통증이 있을 수 있다는 점 감안하시길 바랍니다엄마가 귀가 좀 작으셔서 한시간정도 착용하시니 아프시다고 하더라구요그래도 다른 곳보다 조금은 더 저렴한 가격에 정품 사서 좋아요
578,578,5,20.09.07.,줄이어폰 쓰다가 처음으로 무선이이폰 접하게된 갤 유저입니다버즈라이브 착용시 처음에 스피커방향을 위로 착용해서 귀가 아팠는데요 착용을 제대로햇더니 너무 편합니다 제가 특히 통화,줄이어폰 쓰다가 처음으로 무선이이폰 접하게된 갤 유저입니다버즈라이브 착용시 처음에 스피커방향을 위로 착용해서 귀가 아팠는데요 착용을 제대로햇더니 너무 편합니다 제가 특히 통화를 자주해서 통화음질 테스트도 해본결과 너무 만족스럽습니다왜 이제서야 무선 이어폰을 접하게 됬는지ㅎㅎ 디자인도 깔끔하고 정말 맘에들어요 저는 추천드립니다 ㅎ
579,579,1,20.08.12.,하아 이쁜 가 배송하는데왜 안오지왜 안올까일요일 새벽에 결제 했는데못해도 오늘 수요일엔 올 줄 알았는데정말 착한 택배사다 서울에서 접수하고 난,하아 이쁜 가 배송하는데왜 안오지왜 안올까일요일 새벽에 결제 했는데못해도 오늘 수요일엔 올 줄 알았는데정말 착한 택배사다 서울에서 접수하고 난 인천에 있는데 왜 용인으로 갔을까중간 집하 센터가 서울이랑 용인밖에 없나보네이건 판매자 탔이아니지 택배사탔이지판매자는 월요일날 물건 접수하지도 않고 화욜일에 접수하고하루 놀았네라고 생각하겠지만 아마 바빠서 라이브 출시에 대량 출고업무하느라 바빠서 하루 먹고 화요일날 보낸거겠지거기다 택배사도 바빠져서 수요일인데 안오고배송은 계속 배송중이고 그것도 용인에서다들 열심히 일하고 있게지 나도 열심히 일하며 기다리고 있는데꼭 일만에 도착하란 법은 없으니까기다려야지정말 기쁘다 늦게 와서 택배를 기다리는 설램이 한층 더 쌓여만 간다판매자가 화요일날 접수해서 그렇구나그럼 택배 인지상정상 내일 오겠네 평균 이틀먹고 가니까쿠팡이 생각난다 쿠팡맨 짱
580,580,5,21.02.27.,최고예요,본 후기는 직접 상품을 구매하여 영상 리뷰를 작성한 후 소정의 보상금을 지급받는 꾸루 활동으로 작성한 후기입니다큰맘먹고 엄마 선물로 사드렸던 버즈 라이브 입니다처음에 끼는게 불편하다 하셨는데 끼고 적응되니 너무 좋다고 하시고 음질과 특히 통화할때 너무 좋다고 하십니다 강추드려요 ㅎㅎ
581,581,4,20.09.24.,좋아요,일단 무선으로의 기능으로 인하여 이어폰선관리의 단점이 완전해결됨단지 버드의 크기와 자신의 귀가 부적합할 수 있다는 사실을 알고 구입해야함배우자가 구버전의 버드를 갖고 있는데 한번 착용해보겠다고 애쓰다가 포기함삼성이 왜 자꾸 방수와 관련없는 태블릿 같은 제품에도 이어폰 포트를 없애는 이유를 알것같음전체적인 상품의 기능은 가격대비 나쁜편은 아님한번 충전으로 얼마나의 시간동안 기능을 할지는 사용해봐야 알듯함
582,582,4,20.12.17.,좋아요,무선의 신세계를 경험해보고자 구매했습니다 집 중앙쯤놓고 여러방들 돌아다녀도 끊기질않는거보니 연결반경이 좁지는 않은거 같습니다 참고로 국평귀가 작은편인데 좀 아프네요 스피커부분이 조금 더 좁으면 좋았겠네요 장시간 착용은 어려울것같습니다 노이즈캔슬링 기능은 없는거나 마찬가지 이어팟 사용자가 해준말입니다 삼성은 좀더 분발하시길
583,583,5,21.01.10.,어무니 사줬는데 엄청 좋아하시네요ㅋㅋ원래 귀에 고무캡 있는 다른 이어폰 사려다가 평소에 귀가 자주 가려우셔서 버즈 라이브로 주문했습니다 사용해보니 겨울엔 귀가 시렵긴 하지만 아무,어무니 사줬는데 엄청 좋아하시네요ㅋㅋ원래 귀에 고무캡 있는 다른 이어폰 사려다가 평소에 귀가 자주 가려우셔서 버즈 라이브로 주문했습니다 사용해보니 겨울엔 귀가 시렵긴 하지만 아무래도 귀에 거는 형태이다 보니 더 좋을거 같더라고요 잘 쓰겠습니다 아 물론 배송도 엄청 빨랐어요
584,584,5,21.02.26.,착용감도 좋아요 저음 양감은 버즈 보다 많게 느껴지네요기존 버즈 시리즈가 차가운 느낌이라면 라이브는 중저음부가 강조된 느낌입니다 고음부 마스킹은 없습니다같이 구매한 골 스,착용감도 좋아요 저음 양감은 버즈 보다 많게 느껴지네요기존 버즈 시리즈가 차가운 느낌이라면 라이브는 중저음부가 강조된 느낌입니다 고음부 마스킹은 없습니다같이 구매한 골 스튜디오 케이스 이쁘네요 고무 부분이 조금 어릴때 가지고 놀던 고무 장난감 느낌이나는게 유일한 단점
585,585,5,20.08.11.,곰표 케이스때문에 네이버에서 주문했어요월 일 일요일에 주문했는데 일 화요일에 왔어요브론즈랑 고민하다가 화이트가 덜 질릴 거 같아화이트로 시켰는데 맘에 듭니다귀에 착 붙는게,곰표 케이스때문에 네이버에서 주문했어요월 일 일요일에 주문했는데 일 화요일에 왔어요브론즈랑 고민하다가 화이트가 덜 질릴 거 같아화이트로 시켰는데 맘에 듭니다귀에 착 붙는게 생각보다 편해서 좋아요통화는 아직 안해봐서 잘 모르겠지만기대중입니다
586,586,5,21.04.29.,최고예요,배송 하루만에 왔어요ㅋㅋ 근데 엄마가 쓸껀데 엄마귀가작아서 그런지 자꾸 빠져요 그래도 다른이어폰보다 귀는 덜아픈데 장시간 착용해보지는 않아서 모르겠어요 음질은 버즈보다는 진짜 훨신 괜찮고 가격도 쿠폰써서 저렴하게 구매했습니다
587,587,3,20.12.24.,일단 케이스에 흠집 조금 있었습니다별 신경 안써서 그냥 쓰기로 했구요제품 자체는 통화품질부터해서 전체적으로는 만족이지만호환성 문제가 좀 있네요 패딩 주머니에 넣고 손도 같이 넣거,일단 케이스에 흠집 조금 있었습니다별 신경 안써서 그냥 쓰기로 했구요제품 자체는 통화품질부터해서 전체적으로는 만족이지만 패딩 주머니에 넣고 손도 같이 넣거나하면 지지직 거리면서 호환문제 발생합니다 제품 자체가 결함있는 것인지 제가 받은 제품이 결함있는 것인지는 모르겠는데 그 부분은 좀 불편합니다 그리고 디자인적으로 조오금 촌스러운 감이 있다는 부분 이 두 부분 빼면 전체적으로 만족입니다
588,588,5,20.09.26.,최고예요,기존 버즈를 사용하던 유저였습니다기존과 비교하면 배 이상 좋아졌네요일단 귀속에 쏙 들어가는게 너무 편하고 좋네요말그대로 인이어 단점은 너무 작아서 잊어버릴까봐 걱정이네요기존 버즈보다 음질 통화노이즈 이런부분은 엄청난 개선이 되었지만사 사 콩나물들보단 노이즈가 좀 있게 느껴져요상대방이 듣는 통화감도 버즈보다는 많이 좋아졌지만아직까지 주변 노이즈가 많이 들린다네요잊어버리지만 않는다면 그래도 괜찮은 아이템 같습니다동영상 싱크도 정말 거의 일치해져서 많은 개선점은 만족스럽습니다
589,589,5,21.04.02.,빠른배송 합리적인 가격 ,당근에서 미개봉 구하던 찰나 인터파크에 올라온 딜 보고 구매했어요 배송비 생각하면 더 싸게 구매했네요 아쉬운 점은 뽁뽁이가 너무 얇아서 배송하며 상자안에서 굴러다녔겠다 싶더라구요 다행이도 음질 이상은 없고 잘 작동됩니다
590,590,5,21.04.06.,배송도 빠르고 제품도 좋아요,배송 하루만에 왔구요 이어폰도 너무 이쁩니다아직 저는 케이스를 안끼웠는데 케이스 안끼우고 쓰실거면 검은색은 크래들에 지문이랑 기름이 많이 보인다는 점 유의하시길 바랍니다 케이스 끼실 분들은 신경안쓰셔도 될것같아요
591,591,5,20.08.13.,최고예요,버즈  썼었는데 배터리가 너무 아쉬워서 고민이 많았었습니다 윙팁을 끼면 귀가 아프고 빼면 감기는 느낌이 아니라서 다소 불편을 느끼던 중 버즈 라이브 나온다는 말에 기다렸다가 고민고민 끝에 구매했습니다 버즈 초창기에 만원주고 큰고장없이 개월정도 사용했던 삼성제품이라또 버즈라이브로 질렀습니다 ㅎㅎㅎ 솔직히 커널형 쓰다가 언니가 쓰던 에어팟 껴보니 불편해서 라이브 살까말까 고민했는데 일단 기다렸던 제품이라 샀는데 넘 좋네요브론즈 구매했는데 블랙이 왔지만 매미자석처럼 귀여워서 그냥 쓰기로 했는데 무척 만족스럽네요귀가 작은편이라 또 고민을 엄청 했던 것 같아요 ㅋㅋㅋ근데 그게 무색할만큼 배터리 너무 좋고 귀에 낀듯 안낀듯 착용감도 굳굳입니다 가성비 갑인듯 통화해보니 무척 잘들린다네요 ㅋㅋㅋㅋ 잘 쓰겠습니다 고민할 시간에 사세요
592,592,5,20.08.12.,좋아요,무선이어폰 구입 하려고 찾아보던중버즈 플러스를 고민하다 오픈형인 버즈 라이브가 출시된다는 말에 고대하며 기다렸는데 드뎌 구입했어요 ㅋㅋ커널형보다 오픈형을 좋아하는사람으로써 새로운 형식의 오픈형이 나와서 너무 좋았어요 ㅋ 귓구멍을 압박하지도 않으면서 착용감이 거의 느껴지지않아 너무 편해요 ㅋ거기다 브론즈 색상이라 정말 강낭콩같은 비주얼 ㅋㅋㅋ 이뻐이뻐 ㅋㅋㅋㅋ 무난하게 화이트를 구입하려 마음 먹었다가 삼성 디지털 프라자에서 실물 보고는 브론즈로 결정을 바꿨어요 ㅋ실착했을때나 볼때 브론즈가 너무 이뻐요 ㅋ삼성에서 이번에 미는 색상이라 역시 ㅋ착용감은 귀모양 크기에 따라 다른거라 개인차가 클것같아요ㅋ저는 귀가 태생적으로 정말 작게 태어난지라 안들어갈까봐 실착하고 구입했어요 커널형 이어폰도 안빠진다고는 하는데 간혹 빠졌거든요 ㅋㅋ 이건 진짜 걱정없을듯ㅋㅋ제가 음질을 판단하기는 그렇지만 사용하던 무선이어폰보다는 훨씬좋아요 ㅋ
593,593,5,21.01.13.,최고예요,에어팟을 사용하다가 버즈 구매했습니다에어팟도 마찬가지였지만첫날이라 그런지 빠질것같은 불안함이 있어서 윙팁을 큰걸로도 바꿔보고 이리저리 귀에 넣어보는 중입니다음질은 에어팟보다 약간 나만의 세계에 더 들어온 기분이랄까요터치 반응이 빠른편이라 귀에서 빠질것 같아 만지면 바로 멈춤내일 출근 전까진 익숙해지게 착용중입니다
594,594,1,20.08.27.,별로입니다,노이즈 캔슬링내 기대가 너무 컷나요지금도 의심이 갑니다 내가 받은제품이 정녕 그 기능을 하고 있는건가정상유무 기능 신청을 함 해볼까 하고 여러번 생각을하고광고가 너무 과장되었다는 실망감 많은 후기에 오픈형이라 크게 기대말라는 평을 보아서어느정도 기대치를 낮추고 귀 편한거에더 중점을 두자 하고 고민고민 끝에구매했으나 기대 그 이하입니다 원래 광고는 과장인거를 알지만 어느 정도여야지이건 뭐해도해도 생각보다 쉬이 빠지지 않는거는 맘에 듭니다 그나마 캔늘링 기능 했을때 주변 소음 딱 막아지는 표현 너무 지나칩니다
595,595,4,20.10.04.,잘 쓰고 있습니다,색깔이랑 디자인커널형이 아닌 부분 때문에 샀어요 색은 마음에 들고요 착용하고 음악 틀면 커널형에 비해 들리는 감이 좀 먼 건 있어요 음악이 귓구멍으로 바로 꽂히는 게 아니라서노이즈캔슬링을 켜도 음악소리가 좀 크게 들리는 정도지 외부 소음 차단되는 건 없었고요 오래 착용하면 귓바퀴가 좀 아파요 통화해본 결과 제 말소리는 아주 잘 전달된다고 했습니다 시착 후에 구매하시는 걸 강력 추천합니다
596,596,4,20.11.14.,좋아요,월 일에 주문했고 예상배송날짜가 일이었는데 주문량이 많아서 일에 도착했어요 생일선물로 주려고 주문시켰는데 일찍 안 시켜서 다행이었어요 박스가 아니라 뽁뽁이같은 재질 봉투에 배송이 와서 놀랬어요 만원이 넘어가는 제품인데 포장방식이 너무 허술해서 좀 그랬네요 이 좀 주의하세요그래도 배송 온 제품이 불량도 아니었고 연결도 잘 되었고 새제품으로 잘 온 것 같아서 좋았어요 그때 특가떴을때 구매해서 진짜 싸게 잘 산 것 같아요 그래도 비싸서 고민하면서 사긴 했지만요ㅋㅋㅋㅋㅋ처음에 착용을 어떻게하지 싶었는데 착용법대로 하니까 잘 들어가더라구요 음질도 확실히 좋구요 돈값은 확실히 하는 것 같고 삶의 질이 달라지는 것 같아요만족스러운 생일선물을 준 것 같아서 주는 사람까지 기분좋았어요
597,597,5,21.01.09.,음질 진짜좋고 유선 사용하다 무선 쓰니 이런 세상이 있,음질 진짜좋고 유선 사용하다 무선 쓰니 이런 세상이 있나싶네요근데 전 귀가 작아서 그런지 좀만 끼고있어도 귀바퀴가 좀 아픈 느낌이 있어요좀 익숙해지면 괜찮아지려나요제가 산 제니레드색상은 강렬하면서도 너무 매력적인 색상입니다아주 맘에 들어요
598,598,5,20.08.23.,주 사용 리뷰,처음 착용했을땐 이렇게 착용하는게 맞나 싶을정도로 어색하고 어쩔땐 귀가 아프기도 했는데요한 주일정도 사용하고 사용법에 익숙해지니까 정말 편하고 좋아요오늘 지하철 타고 집에 오는데 지하철 내리는 순간 왼쪽 귀가 허전한거에요 본능적으로 아 잃어버렸다 싶어서 가슴이 철렁했어요 산지주밖에 안됐으니까요하지만 손으로 왼쪽 귀를 만져보니 제 갤럭시 버즈 라이브가 고이 붙어있더라고요 그걸 보고 느꼈습니다 아 이것이 안낀것과 같은 천상의 착용감이구나갤럭시 버즈 에어팟 다 써봤는데 얘가 진짜입니다
599,599,1,20.08.14.,커널형이 아니라 노이즈 캔슬링 효과가 없는거 같습니다 외부 소음을 차단해주는건데 구지 비싸게 버즈 라이브를 구매할 필요성이 못느끼네요 에어팟은 커널형이라 확실이 노이즈 캔슬링이,커널형이 아니라 노이즈 캔슬링 효과가 없는거 같습니다 외부 소음을 차단해주는건데 구지 비싸게 버즈 라이브를 구매할 필요성이 못느끼네요 에어팟은 커널형이라 확실이 노이즈 캔슬링이 효과를 보지만 버즈는 아닌거 같아요 또한 착용감도 매우 떨이집니다
600,600,5,20.08.23.,삼성서비스센터에서 직접 착용해보니 가벼운 착용감에 급 뽐뿌 와서 구매해는데 역시나 가볍네요 룰루,삼성서비스센터에서 직접 착용해보니 가벼운 착용감에 급 뽐뿌 와서 구매해는데 역시나 가볍네요 룰루 원래도 커널형 오픈형 가리지 않고 이어폰을 장시간 착용 잘하는 타입임 버즈 라이브도 오래 착용해도 전혀 아프지 않음 첨에 착용하면 이게 제대로 들어간 건가 싶지만 뭔 짓을 해도 절대 빠지지 않아서 놀람ㄷㄷㄷ 조깅할 때도 걱정 없이 사용해도 될 듯 노캔은 기대 하면 안됨 색상은 지극히 개인적으로 화이트는 비추천 웬만한 화이트는 다 이쁘다고 생각하는데 이건 임팩트가 없어도 너무 없이 밋밋 세가지 색상 중 젤 별로 브론즈는 바선생이 햄버거 먹는 짤 생각나서 안 샀는데 자꾸 보니 브로즈 살걸 싶음
601,601,5,21.01.19.,움직이다 떨어질까 젤 걱정 많았는데 전혀 떨어질 염려 없겠어요 착용감도 괜찮고 뭐 음질은 말하지 않아도 단연 쵝오구요 사기전에 콩나물이랑 많이 비교분석하며 뭐살까 갈등했는데,움직이다 떨어질까 젤 걱정 많았는데 전혀 떨어질 염려 없겠어요 착용감도 괜찮고 뭐 음질은 말하지 않아도 단연 쵝오구요 사기전에 콩나물이랑 많이 비교분석하며 뭐살까 갈등했는데 사고보니 국뽕느낌도 들고ㅋ 암튼 만족합니다
602,602,5,20.10.07.,최고예요,고민하다 구매했는데 음질도 좋고 너무 좋아요 노이즈캔슬링도 직접 통화하면서 사용해봤는데 저는 기대이상이었어요 이만하면 주변소음을 무난하게 상쇄시켜준다고 느꼈습니다 집안에서 컴퓨터 본체 소음 환풍기 소리 등 일정한 기계소음을 잘잡아주더라구요다만 이어버드가 크기가 있어 귀에 너무 딱 맞아 오래 끼면 조금 아픕니다ㅠㅠ 케이스는 뚜껑이 힘이 좀 없어 불량인거 같은데 서비스센터가서 교환할 생각이고 일단 이어버드가 양쪽 다 잘들려서 만족합니다
603,603,5,20.11.06.,최고예요,문앞에 노랑봉투가 누워있길래누가 쓰레기를 버리고 갔지이런 생각이 먼저 듬배송은 빠르게 도착함택배조회로 전날 보내고 담날 아침에 도착다행히 뽁뽁이가 있어서 그런지 크게 찍히거나 이상없이 언박싱오픈형이라 많이 어색하고 왼쪽 이어버드 끼우는데 자꾸 떨어져서 고생함첫연결한다고 귀에 끼우고 블투스 켰더니 연결 안됨하자품인가 하다가 설명서 봤더니 케이스에 버드 끼운고 뚜껑을 열어놔야 된다고ㄷㄷ다행히 하자는 아니였음좀더 착하고 다녀봐야 알겠지만 잃어버리지 않게 조심해야 될것같음그냥 귀에 걸쳐있는 느낌
604,604,5,20.11.17.,최고예요,이전부터 구매하고 싶었는데 마침 번가에서 세일하길래 냉큼 질렀어요 음질좋고 귀에 쏙 들어가는데 불편함도 없어요 단지 새상품인데도 불구하고 케이스에 흠집이 있는데 이건 이유를 모르겠네요 뭐 이건 유통사 잘못이라기 보다 삼성측에서 제품 검수를 제대로 안한거라  그건 좀 아쉽긴 한데 그거 말고는 다 만족합니다
605,605,3,20.08.19.,버즈라이브 영접 후기,우선 디자인이 너무 예뻐서 골랐습니다노트를 쓰니 더 호환도 잘될꺼라 생각했구요블루투스 연결해서 들어보니 확실히 저음이나 음질 좋더라구요 그런데 왼손으로 들고있으면 툭툭 끊기고 걍 가만히 있어도 끊기는 거기다 에어팟 세대보다 블투거리가 짧네요 디자인이 예뻐서 골랐는데 아직 기능이 제대로 돌아가질 않아요 하지만 충전시 디자인은 넘나 예쁨 핸폰 오른손으로 계속 들고있어야죠 뭐 이거 고쳐지는건지 뽑기운인지 낼 센터 전화해볼랍니다
606,606,1,21.03.27.,여기 제가 배송 일 걸렸고 포장도 이상하고판매자 대응도 기분 나쁘다고 했던 사람인데요한달 리뷰를 생각 못하셨나봐요진짜 소름끼치네요배송지 변경 한적도 없고 사은품 얘기는 무슨,여기 제가 배송 일 걸렸고 포장도 이상하고판매자 대응도 기분 나쁘다고 했던 사람인데요한달 리뷰를 생각 못하셨나봐요진짜 소름끼치네요배송지 변경 한적도 없고 사은품 얘기는 무슨뭐 판매자랑 연락을 할 수가 있어야 사은품을 얘기를 하던가하지 무슨그리고 사은품 필요도 없거든요 무슨 사은품을 달라고 했다는거죠제가 악플을 단다고 협박 했다고요 ㅋㅋ 증거 보여주세요 연락 한번 안되던 곳인데무슨 저런 소름끼치는 거짓말을 답으로 다셨어요판매자분 얘기가 거짓이라는 증거는이것저것 다 캡쳐해놔서 있으니까 고소를 하시던지요
